drug:tissue_type	spearman corr val	spearman p-val	adjusted spearman p-val	pearson corr val	pearson p-val	adjusted pearson p-val	
AZD8055_OVARY	0.265934066	0.3581134	0.775912367	0.503546663	0.066403498	0.367279757	
AZD8055_PANCREAS	0.103030303	0.776998463	0.841748335	-0.001389844	0.996959721	0.996959721	
AZD8055_SKIN	0.387719298	0.100965151	0.437515654	0.388193148	0.100513181	0.367279757	
BAY-61-3606_BILIARY	0.096428571	0.732452863	0.931765663	0.098326262	0.727370858	0.840245523	
BAY-61-3606_BONE_AND_SOFT_TISSUE	0.078195489	0.743149074	0.931765663	0.156461545	0.510063456	0.840245523	
BAY-61-3606_BREAST	0.259148904	0.13887825	0.931765663	0.230889205	0.188920046	0.614230518	
BAY-61-3606_CENTRAL_NERVOUS_SYSTEM	0.023225609	0.896266385	0.931765663	0.223077465	0.204743506	0.614230518	
BAY-61-3606_DLBC	0.015762463	0.931765663	0.931765663	0.076056636	0.679076298	0.840245523	
BAY-61-3606_KIDNEY	0.393939394	0.259997767	0.931765663	0.450956131	0.190850196	0.614230518	
BAY-61-3606_LARGE_INTESTINE	-0.217647059	0.418086842	0.931765663	-0.257255489	0.336113632	0.840245523	
BAY-61-3606_LCLL	0.014990699	0.928822151	0.931765663	0.076425609	0.648354508	0.840245523	
BAY-61-3606_LUNG	0.014712472	0.882158908	0.931765663	0.020562978	0.835861913	0.895566335	
BAY-61-3606_MM	-0.327272727	0.325894941	0.931765663	-0.208743137	0.537913534	0.840245523	
BAY-61-3606_OESOPHAGUS	0.026470588	0.922480571	0.931765663	-0.015321955	0.955087662	0.955087662	
BAY-61-3606_OVARY	0.388235294	0.137281624	0.931765663	0.425195816	0.10062457	0.614230518	
BAY-61-3606_PANCREAS	-0.132867133	0.680597508	0.931765663	-0.112307937	0.728212787	0.840245523	
BAY-61-3606_SKIN	0.230294052	0.290441763	0.931765663	0.133779377	0.542822694	0.840245523	
BAY-61-3606_URINARY_TRACT	0.244755245	0.443261936	0.931765663	0.48447192	0.110451362	0.614230518	
Belinostat_BILIARY	0.421428571	0.117699396	0.441372734	0.414473047	0.124527863	0.329380106	
Belinostat_BONE_AND_SOFT_TISSUE	0.10075188	0.672556435	0.776026656	0.110440472	0.642988128	0.80373516	
Belinostat_BREAST	0.024233308	0.893512083	0.893512083	-0.051730605	0.774952623	0.894176103	
Belinostat_CENTRAL_NERVOUS_SYSTEM	-0.168232868	0.341569988	0.569283313	-0.290401107	0.095693144	0.329380106	
Belinostat_DLBC	0.096407625	0.599658669	0.749573336	0.016609851	0.92810659	0.92810659	
Belinostat_KIDNEY	0.527272727	0.095565218	0.441372734	0.188243478	0.579373057	0.80373516	
Belinostat_LARGE_INTESTINE	0.246616541	0.294551994	0.552284989	0.371469748	0.106828793	0.329380106	
Belinostat_LCLL	0.058978006	0.725043506	0.776832328	0.02663305	0.873888855	0.92810659	
Belinostat_LUNG	-0.213162493	0.032334212	0.248928294	-0.142995974	0.153710716	0.329380106	
Belinostat_MM	0.254545455	0.450036577	0.638444024	0.182061782	0.592111096	0.80373516	
Belinostat_OESOPHAGUS	0.18872549	0.468192284	0.638444024	0.375278241	0.13771933	0.329380106	
Belinostat_OVARY	0.375	0.16843275	0.50529825	0.314732197	0.253229487	0.474805287	
Belinostat_PANCREAS	-0.34965035	0.265238787	0.552284989	-0.295306342	0.351408449	0.585680748	
Belinostat_SKIN	-0.4776232	0.033190439	0.248928294	-0.435500126	0.054949448	0.329380106	
Belinostat_URINARY_TRACT	-0.377622378	0.226206045	0.552284989	-0.505822719	0.093390842	0.329380106	
Bexarotene_BILIARY	0.214285714	0.443140935	0.738568225	0.071782399	0.799325296	0.845969687	
Bexarotene_BONE_AND_SOFT_TISSUE	0.109774436	0.645004941	0.876814438	0.219557391	0.352326523	0.66061223	
Bexarotene_BREAST	0.019100008	0.914618352	0.914618352	0.263496147	0.132139749	0.396419248	
Bexarotene_CENTRAL_NERVOUS_SYSTEM	0.331271942	0.059673028	0.179019085	0.315701817	0.073497781	0.317211551	
Bexarotene_DLBC	0.186217009	0.30751381	0.576588393	0.092967927	0.612799989	0.835636348	
Bexarotene_KIDNEY	-0.781818182	0.004473162	0.056849407	-0.681784031	0.020851768	0.18719977	
Bexarotene_LARGE_INTESTINE	0.341176471	0.195932625	0.489831562	-0.149796894	0.579768339	0.835636348	
Bexarotene_LCLL	-0.049130102	0.769584697	0.876814438	0.032594137	0.845969687	0.845969687	
Bexarotene_LUNG	0.260450229	0.007579921	0.056849407	0.169937792	0.084589747	0.317211551	
Bexarotene_MM	-0.654545455	0.028864599	0.144322995	-0.381580571	0.246878387	0.617195968	
Bexarotene_OESOPHAGUS	0.111764706	0.680273695	0.876814438	0.208472705	0.438446215	0.730743691	
Bexarotene_OVARY	0.497058824	0.050133558	0.179019085	0.557150016	0.024959969	0.18719977	
Bexarotene_PANCREAS	-0.111888112	0.729194991	0.876814438	0.103947671	0.747841016	0.845969687	
Bexarotene_SKIN	0.051962724	0.818360142	0.876814438	0.045208411	0.841660256	0.845969687	
Bexarotene_URINARY_TRACT	-0.335664336	0.286122903	0.576588393	-0.312322752	0.322982589	0.66061223	
BI-2536_CENTRAL_NERVOUS_SYSTEM	0.24962406	0.28851259	0.480854316	0.098676984	0.678951198	0.678951198	
BI-2536_DLBC	0.223973607	0.217834663	0.480854316	0.149758541	0.413308209	0.622601327	
BI-2536_LCLL	-0.212145749	0.194782055	0.480854316	-0.193711183	0.237364697	0.622601327	
BI-2536_LUNG	0.037535014	0.830491861	0.830491861	0.16277814	0.350156167	0.622601327	
BI-2536_MM	-0.281818182	0.401144898	0.501431122	-0.229061867	0.498081061	0.622601327	
Bicalutamide_BILIARY	0.051682044	0.797942077	0.915134461	0.141572625	0.481193667	0.761889972	
Bicalutamide_BONE_AND_SOFT_TISSUE	0.049637865	0.764110211	0.915134461	0.044381583	0.788485792	0.947625406	
Bicalutamide_BREAST	-0.129106891	0.309266901	0.823718745	-0.181570545	0.151030355	0.709906867	
Bicalutamide_CENTRAL_NERVOUS_SYSTEM	0.067435252	0.587672848	0.915134461	-0.053124794	0.669405864	0.947625406	
Bicalutamide_CERVICAL	-0.024615613	0.925287465	0.936578531	-0.010850665	0.967031564	0.989056651	
Bicalutamide_DLBC	-0.128840287	0.32237486	0.823718745	-0.185486949	0.152378087	0.709906867	
Bicalutamide_KIDNEY	-0.056338377	0.818804517	0.915134461	-0.267622425	0.267990037	0.709906867	
Bicalutamide_LARGE_INTESTINE	0.181459796	0.262460452	0.823718745	0.174986567	0.280151979	0.709906867	
Bicalutamide_LCLL	-0.009038369	0.936578531	0.936578531	-0.033440989	0.768390999	0.947625406	
Bicalutamide_LUNG	0.122152041	0.088085758	0.823718745	0.018397263	0.798000342	0.947625406	
Bicalutamide_MM	-0.092478417	0.690117481	0.915134461	-0.012493358	0.957136044	0.989056651	
Bicalutamide_OESOPHAGUS	0.067174515	0.714894206	0.915134461	0.002525114	0.989056651	0.989056651	
Bicalutamide_OVARY	0.174843704	0.346828945	0.823718745	0.263373305	0.152270467	0.709906867	
Bicalutamide_PANCREAS	-0.227397426	0.296720044	0.823718745	-0.162362514	0.459195189	0.761889972	
Bicalutamide_SKIN	-0.065601553	0.672236564	0.915134461	-0.151577641	0.326002596	0.709906867	
Bicalutamide_STOMACH	-0.2616443	0.327641103	0.823718745	-0.257174228	0.336271674	0.709906867	
Bicalutamide_THYROID	0.192276939	0.492378819	0.915134461	0.278195362	0.315390486	0.709906867	
Bicalutamide_UPPER_AERODIGESTIVE_TRACT	0.097291821	0.710285568	0.915134461	0.214358013	0.408708298	0.761889972	
Bicalutamide_URINARY_TRACT	-0.325985852	0.129012873	0.823718745	-0.385632213	0.069167723	0.709906867	
BIX02189_BILIARY	0.507142857	0.053663664	0.268318319	0.275971565	0.319434884	0.79858721	
BIX02189_BONE_AND_SOFT_TISSUE	-0.262337662	0.250625626	0.647084196	-0.277877919	0.222608612	0.79858721	
BIX02189_BREAST	0.117503247	0.508082327	0.76212349	0.0464247	0.794312052	0.969195727	
BIX02189_CENTRAL_NERVOUS_SYSTEM	-0.185738192	0.278111806	0.647084196	-0.304759883	0.070716741	0.530375557	
BIX02189_DLBC	0.04068915	0.825009642	0.92453365	0.02206638	0.904582679	0.969195727	
BIX02189_KIDNEY	0.272727273	0.417141437	0.695235729	0.427996575	0.189112563	0.79858721	
BIX02189_LARGE_INTESTINE	0.255844156	0.262972942	0.647084196	0.003909231	0.986582314	0.986582314	
BIX02189_LCLL	0.157457052	0.345111571	0.647084196	0.120565925	0.470892523	0.88292348	
BIX02189_LUNG	0.097492798	0.324836968	0.647084196	0.053847504	0.587201374	0.969195727	
BIX02189_MM	-0.027272727	0.936558448	0.936558448	0.065394518	0.848505046	0.969195727	
BIX02189_OESOPHAGUS	-0.066176471	0.800774094	0.92453365	-0.060496832	0.817589961	0.969195727	
BIX02189_OVARY	0.570588235	0.020990696	0.157430223	0.283753488	0.286861301	0.79858721	
BIX02189_PANCREAS	-0.055944056	0.862898074	0.92453365	-0.277644573	0.382265445	0.81914024	
BIX02189_SKIN	-0.55448482	0.006037325	0.090559869	-0.452884029	0.030000931	0.45001396	
BIX02189_URINARY_TRACT	-0.104895105	0.745609481	0.92453365	-0.041668042	0.897694564	0.969195727	
Bleomycin (50 uM)_BILIARY	0.016483516	0.957376175	0.957376175	-0.034123243	0.911880594	0.926805866	
Bleomycin (50 uM)_BONE_AND_SOFT_TISSUE	0.11754386	0.631764159	0.950022422	-0.029071939	0.905954415	0.926805866	
Bleomycin (50 uM)_BREAST	-0.334085403	0.0574097	0.287048498	-0.159722365	0.374607561	0.802730488	
Bleomycin (50 uM)_CENTRAL_NERVOUS_SYSTEM	0.307610028	0.076766718	0.287875194	0.202103962	0.251689274	0.629223185	
Bleomycin (50 uM)_DLBC	-0.191101224	0.311733968	0.742700372	-0.237066411	0.207177097	0.62153129	
Bleomycin (50 uM)_KIDNEY	0.333333333	0.346593507	0.742700372	-0.033497738	0.926805866	0.926805866	
Bleomycin (50 uM)_LARGE_INTESTINE	0.052173913	0.808688198	0.957376175	0.054564264	0.800092321	0.926805866	
Bleomycin (50 uM)_LCLL	-0.013414634	0.93365842	0.957376175	-0.224728206	0.157771932	0.591644747	
Bleomycin (50 uM)_LUNG	0.286024602	0.003916481	0.058747221	0.157748176	0.117002471	0.585012355	
Bleomycin (50 uM)_MM	0.245454545	0.466922367	0.875479438	0.127950113	0.707725603	0.926805866	
Bleomycin (50 uM)_OESOPHAGUS	-0.120588235	0.656424515	0.950022422	-0.127280266	0.63854027	0.926805866	
Bleomycin (50 uM)_OVARY	0.317857143	0.248290566	0.742700372	0.47935597	0.070602698	0.529520237	
Bleomycin (50 uM)_PANCREAS	-0.125874126	0.696683109	0.950022422	0.209153767	0.51414986	0.926805866	
Bleomycin (50 uM)_SKIN	0.035391422	0.866622802	0.957376175	0.082146594	0.696266035	0.926805866	
Bleomycin (50 uM)_URINARY_TRACT	-0.681818182	0.020842854	0.156321402	-0.636922033	0.035076132	0.526141984	
Bleomycin_BILIARY	0.314285714	0.253940016	0.476137531	0.16867314	0.547889246	0.79530064	
Bleomycin_BONE_AND_SOFT_TISSUE	-0.067669173	0.776820712	0.93967374	0.165591093	0.485363028	0.79530064	
Bleomycin_BREAST	-0.02597601	0.884060453	0.93967374	0.20218493	0.251495343	0.65568952	
Bleomycin_CENTRAL_NERVOUS_SYSTEM	0.198347109	0.253364966	0.476137531	-0.068750761	0.694741727	0.80162507	
Bleomycin_DLBC	-0.291055718	0.106058984	0.453787028	-0.264338367	0.143746399	0.567747707	
Bleomycin_KIDNEY	0.045454545	0.894426997	0.93967374	-0.00921522	0.978547164	0.978547164	
Bleomycin_LARGE_INTESTINE	-0.052941176	0.845610441	0.93967374	-0.065587642	0.809300742	0.867107937	
Bleomycin_LCLL	-0.127256811	0.446440922	0.744068204	0.114108731	0.495144622	0.79530064	
Bleomycin_LUNG	0.357279357	0.000211561	0.003173409	0.286736824	0.003319719	0.049795786	
Bleomycin_MM	0.154545455	0.650033965	0.93967374	0.161016518	0.636240512	0.79530064	
Bleomycin_OESOPHAGUS	0.020588235	0.93967374	0.93967374	0.144676807	0.592933231	0.79530064	
Bleomycin_OVARY	0.332352941	0.208499828	0.476137531	0.298002685	0.262275808	0.65568952	
Bleomycin_PANCREAS	-0.426573427	0.166699988	0.476137531	-0.287108534	0.365561636	0.783346362	
Bleomycin_SKIN	0.340485601	0.121009874	0.453787028	0.316404772	0.151399389	0.567747707	
Bleomycin_URINARY_TRACT	0.51048951	0.089913736	0.453787028	0.656505297	0.02040067	0.153005027	
BMS-345541_BILIARY	0.160714286	0.567196705	0.991374805	0.065575213	0.816392496	0.941273863	
BMS-345541_BONE_AND_SOFT_TISSUE	-0.105590062	0.640025622	0.991374805	-0.09083464	0.68767259	0.941273863	
BMS-345541_BREAST	0.108640844	0.540802904	0.991374805	-0.023296636	0.895950871	0.941273863	
BMS-345541_CENTRAL_NERVOUS_SYSTEM	0.014848018	0.932534551	0.991374805	-0.223303678	0.197238688	0.941273863	
BMS-345541_DLBC	-0.148093842	0.418578668	0.991374805	-0.145375842	0.427264036	0.941273863	
BMS-345541_KIDNEY	-0.063636364	0.852539073	0.991374805	0.197915547	0.559658731	0.941273863	
BMS-345541_LARGE_INTESTINE	-0.092207792	0.690981175	0.991374805	0.177098562	0.44250289	0.941273863	
BMS-345541_LCLL	0.003643725	0.982436188	0.991374805	0.030831402	0.852192451	0.941273863	
BMS-345541_LUNG	-0.186508808	0.059248578	0.888728675	-0.059064077	0.553424106	0.941273863	
BMS-345541_MM	0.1	0.769875	0.991374805	0.298796305	0.372100493	0.941273863	
BMS-345541_OESOPHAGUS	-0.134803922	0.605966363	0.991374805	0.019338843	0.941273863	0.941273863	
BMS-345541_OVARY	0.002941176	0.991374805	0.991374805	-0.09548783	0.725008082	0.941273863	
BMS-345541_PANCREAS	-0.132867133	0.680597508	0.991374805	-0.086884816	0.78831947	0.941273863	
BMS-345541_SKIN	-0.249073395	0.251763604	0.991374805	-0.152512798	0.487232249	0.941273863	
BMS-345541_URINARY_TRACT	-0.363636364	0.245265001	0.991374805	-0.36149595	0.248262568	0.941273863	
BMS-509744_CENTRAL_NERVOUS_SYSTEM	0.111688312	0.629811216	0.964880536	0.216216033	0.346522581	0.553505574	
BMS-509744_DLBC	0.083211144	0.650712787	0.964880536	0.195464399	0.283672592	0.553505574	
BMS-509744_LCLL	-0.007287449	0.964880536	0.964880536	-0.10026639	0.543635576	0.553505574	
BMS-509744_LUNG	-0.042577031	0.808120689	0.964880536	0.198816985	0.252219304	0.553505574	
BMS-509744_MM	-0.109090909	0.749508596	0.964880536	-0.200961847	0.553505574	0.553505574	
BMS-536924_BILIARY	-0.208791209	0.493621819	0.990461108	0.327151508	0.275233927	0.519886306	
BMS-536924_BONE_AND_SOFT_TISSUE	0.087938441	0.66925095	0.990461108	0.222820197	0.273904875	0.519886306	
BMS-536924_BREAST	0.081864947	0.625115653	0.990461108	0.227025751	0.170466644	0.482988823	
BMS-536924_CENTRAL_NERVOUS_SYSTEM	0.165567219	0.231510934	0.98392147	0.209835575	0.127783563	0.482988823	
BMS-536924_CERVICAL	0.548338026	0.064899284	0.367762609	0.727950323	0.007273256	0.122350151	
BMS-536924_DLBC	-0.00644885	0.960325273	0.990461108	0.012097188	0.92565075	0.983643061	
BMS-536924_KIDNEY	0.154897896	0.649280126	0.990461108	0.200811356	0.553808905	0.838430832	
BMS-536924_LARGE_INTESTINE	0.06121996	0.747930737	0.990461108	-0.259857717	0.165509018	0.482988823	
BMS-536924_LCLL	0.00228139	0.983873137	0.990461108	-0.007455218	0.947334046	0.983643061	
BMS-536924_LUNG	0.170838945	0.048426067	0.367762609	0.171654383	0.047348144	0.26830615	
BMS-536924_MM	-0.420726488	0.051201722	0.367762609	-0.514030839	0.014394135	0.122350151	
BMS-536924_OESOPHAGUS	0.164356758	0.453622555	0.990461108	0.094361209	0.668460619	0.87414081	
BMS-536924_OVARY	-0.067526204	0.796789756	0.990461108	0.140360132	0.591052883	0.838430832	
BMS-536924_PANCREAS	0.172727273	0.611542385	0.990461108	0.410432204	0.209903845	0.50976648	
BMS-536924_SKIN	0.002201028	0.990461108	0.990461108	0.016174328	0.929987032	0.983643061	
BMS-536924_UPPER_AERODIGESTIVE_TRACT	-0.139818275	0.700056873	0.990461108	-0.193695297	0.591833528	0.838430832	
BMS-536924_URINARY_TRACT	0.06993007	0.829023641	0.990461108	0.006647021	0.983643061	0.983643061	
BMS-754807_BILIARY	-0.003571429	0.989921407	0.989921407	0.079512997	0.778187412	0.942223512	
BMS-754807_BONE_AND_SOFT_TISSUE	-0.409022556	0.073340866	0.550056493	-0.18737231	0.428918849	0.939060661	
BMS-754807_BREAST	0.229047292	0.192571206	0.788628155	0.21564084	0.220638319	0.939060661	
BMS-754807_CENTRAL_NERVOUS_SYSTEM	-0.102815521	0.556709933	0.927849888	0.026415841	0.880268606	0.943144935	
BMS-754807_DLBC	-0.164589443	0.368026472	0.788628155	-0.042678886	0.816593711	0.942223512	
BMS-754807_KIDNEY	-0.045454545	0.894426997	0.96105629	-0.002836047	0.99339715	0.99339715	
BMS-754807_LARGE_INTESTINE	-0.044117647	0.871122005	0.96105629	-0.260536984	0.329767045	0.939060661	
BMS-754807_LCLL	-0.132290185	0.435090494	0.815794676	-0.081820394	0.630217689	0.942223512	
BMS-754807_LUNG	0.101129025	0.309424508	0.788628155	0.160462517	0.105414493	0.790608694	
BMS-754807_MM	-0.354545455	0.284692741	0.788628155	-0.260997239	0.438228308	0.939060661	
BMS-754807_OESOPHAGUS	0.041176471	0.879653615	0.96105629	0.081980621	0.76278146	0.942223512	
BMS-754807_OVARY	0.085714286	0.770785031	0.96105629	-0.085796598	0.770570284	0.942223512	
BMS-754807_PANCREAS	-0.293706294	0.354147641	0.788628155	-0.279592994	0.378794828	0.939060661	
BMS-754807_SKIN	0.412651359	0.050364342	0.550056493	0.405894005	0.054643257	0.790608694	
BMS-754807_URINARY_TRACT	0.041958042	0.896985871	0.96105629	0.113996862	0.724265262	0.942223512	
Bortezomib_CENTRAL_NERVOUS_SYSTEM	0.362406015	0.116344649	0.349283814	0.063320736	0.790846908	0.790846908	
Bortezomib_DLBC	0.176319648	0.334383197	0.445844262	0.225059979	0.215552321	0.674103847	
Bortezomib_LCLL	0.221862348	0.174641907	0.349283814	0.109854373	0.505577885	0.674103847	
Bortezomib_LUNG	0.095779991	0.572815727	0.572815727	0.131183865	0.438974682	0.674103847	
Bosutinib_BILIARY	0.083916084	0.795414502	0.924108593	-0.181776283	0.571791379	0.788121609	
Bosutinib_BONE_AND_SOFT_TISSUE	0.183823529	0.480034401	0.89149246	0.22921052	0.376188822	0.698636385	
Bosutinib_BREAST	-0.325655871	0.084722435	0.367130553	0.050403594	0.795128357	0.795128357	
Bosutinib_CENTRAL_NERVOUS_SYSTEM	0.034097159	0.853023317	0.924108593	-0.206038521	0.257908098	0.654381094	
Bosutinib_DLBC	-0.193760263	0.323181004	0.700225509	-0.270996693	0.163057016	0.590764348	
Bosutinib_LARGE_INTESTINE	-0.361403509	0.128435178	0.417414328	-0.319936629	0.181773646	0.590764348	
Bosutinib_LCLL	0.089676113	0.587197106	0.924108593	-0.169586026	0.302022043	0.654381094	
Bosutinib_LUNG	0.266040851	0.01329185	0.172794053	0.207430007	0.055317053	0.359560847	
Bosutinib_MM	-0.020979021	0.948402225	0.948402225	-0.137749366	0.669438735	0.791154869	
Bosutinib_OESOPHAGUS	0.114285714	0.685065763	0.924108593	0.144954279	0.606247391	0.788121609	
Bosutinib_OVARY	0.514285714	0.049839233	0.323955018	0.593940013	0.019565646	0.254353404	
Bosutinib_PANCREAS	0.115151515	0.751419652	0.924108593	-0.095084243	0.793873541	0.795128357	
Bosutinib_SKIN	0.263157895	0.262287123	0.681946519	0.186054451	0.432231169	0.702375649	
Bryostatin 1_BILIARY	-0.039285714	0.88944593	0.970354675	0.007042823	0.980126454	0.980126454	
Bryostatin 1_BONE_AND_SOFT_TISSUE	0.231578947	0.325898627	0.722731818	0.218691049	0.354277608	0.64775019	
Bryostatin 1_BREAST	0.209336084	0.234757722	0.722731818	0.194988704	0.269120035	0.64017566	
Bryostatin 1_CENTRAL_NERVOUS_SYSTEM	0.324835414	0.056916228	0.722731818	0.20537365	0.236591784	0.64017566	
Bryostatin 1_DLBC	0.017595308	0.923853148	0.970354675	0.014693186	0.936384813	0.980126454	
Bryostatin 1_KIDNEY	-0.127272727	0.709214626	0.970354675	-0.072139514	0.833059866	0.975657158	
Bryostatin 1_LARGE_INTESTINE	-0.085294118	0.753465069	0.970354675	-0.052955361	0.845569537	0.975657158	
Bryostatin 1_LCLL	-0.006237006	0.970354675	0.970354675	-0.051382341	0.759327786	0.975657158	
Bryostatin 1_LUNG	0.147585995	0.136826284	0.722731818	0.103374597	0.298748641	0.64017566	
Bryostatin 1_MM	-0.290909091	0.38545697	0.722731818	-0.289043974	0.388650114	0.64775019	
Bryostatin 1_OESOPHAGUS	0.064705882	0.811821451	0.970354675	0.150128371	0.578920255	0.868380382	
Bryostatin 1_OVARY	0.238235294	0.37425413	0.722731818	0.522639417	0.037796034	0.432469452	
Bryostatin 1_PANCREAS	-0.293706294	0.354147641	0.722731818	-0.561140515	0.057662594	0.432469452	
Bryostatin 1_SKIN	-0.207227555	0.354785512	0.722731818	-0.283424999	0.201183882	0.64017566	
Bryostatin 1_URINARY_TRACT	0.223776224	0.484451661	0.807419436	0.345796166	0.270903306	0.64017566	
BX-912_BILIARY	0.139285714	0.620546088	0.911493738	0.237493746	0.394044901	0.963906767	
BX-912_BONE_AND_SOFT_TISSUE	-0.125917561	0.576597772	0.911493738	-0.163971913	0.465903526	0.963906767	
BX-912_BREAST	0.183512874	0.298857879	0.911493738	0.102275398	0.564906443	0.963906767	
BX-912_CENTRAL_NERVOUS_SYSTEM	-0.088527806	0.613059092	0.911493738	-0.384587936	0.022539479	0.33809219	
BX-912_DLBC	-0.077346041	0.673931182	0.911493738	-0.174896904	0.338360203	0.963906767	
BX-912_KIDNEY	-0.072727273	0.831716405	0.947890882	-0.043197284	0.899646316	0.963906767	
BX-912_LARGE_INTESTINE	0.084415584	0.716004573	0.911493738	0.067265331	0.772044627	0.963906767	
BX-912_LCLL	-0.230364372	0.158281042	0.911493738	-0.199730848	0.222819314	0.963906767	
BX-912_LUNG	-0.072376225	0.467515407	0.911493738	0.002299927	0.98160491	0.98160491	
BX-912_MM	-0.045454545	0.894426997	0.947890882	0.12068975	0.723732161	0.963906767	
BX-912_OESOPHAGUS	-0.017156863	0.947890882	0.947890882	-0.054552205	0.835271197	0.963906767	
BX-912_OVARY	-0.273529412	0.305323156	0.911493738	-0.096969221	0.720899585	0.963906767	
BX-912_PANCREAS	-0.622377622	0.030675895	0.460138426	-0.549885421	0.063992906	0.479946793	
BX-912_SKIN	-0.154682486	0.480983771	0.911493738	-0.112370934	0.609714782	0.963906767	
